Title,Storyline
Morgan's Bedroom,"After losing her hiking group, Emily takes refuge in a old house. There, she meets Morgan, a charming yet unsettling stranger. As night falls, his intentions surface, and she realizes escape may be impossible, trapped in a deadly game."
Mother Father Sister Brother Frank,A suburban family plots murder when an uncle crashes Sunday dinner with a nasty surprise.
Mother Goose's ScaryTales,"Step into the eerie attic of terror, where a mysterious figure adorned in a sinister goose mask delves into a collection of horrifying tales, each more terrifying than the last."
Mother Maker Lover Taker,"A young woman finds a way to resurrect the lover she lost to suicide, with devastating, unforeseen consequences."
Mothershucker,A failing paranormal YouTube channel meet to discuss new stories in a last-ditch effort to save their channel. The story they pick. . . The Legend Of Carl Cobb.
Mountain Shark,"A skilled group of hunters are sent out into the dark mysterious mountains surrounding a weapons research base on a secret mission and soon learn the deadly truth that waits for them, as the hills are alive with the sound of screaming."
Movie at Afton,N/A
Mr. Crocket,A mother embarks on a perilous quest to rescue her son from a demonic children's show host who is kidnapping kids.
Mr. Sandman,"Did you ever fall asleep watching television in the living room as a child? You wake up and you were alone. You then had a long terrifying journey back to your bedroom. Going room to room, turning lights on and off as you go as to not be consumed by the dark. Hearing noises, seeing shadows. It's only your imagination... right? What if it wasn't? What if there truly is something terrifying, lurking in the dark, waiting to come and get you."
Mr. Squids,A man is forced to make a life-changing decision after his wife dies in a strict religious dystopia where everyone looks alike and nothing is what it seems to be.
Mritojibi,"Getting haunted by his past, a lonely man comes to the city in search of a job. Will his life take a new turn?"
Mueng non mueng tai,"In the heart of Bangkok, a group of friends is unknowingly drawn into a deadly game with an ancient and malevolent spirit. After a tragic accident, Thai, a guilt-ridden biker, struggles with sleepless nights and haunting visions of a young boy he hit in a hit-and-run. Desperate for peace, Thai turns to his friend Tle, who leads him to the mysterious Mhom, a medium who specializes in dark rituals and the occult. Mhom introduces them to the Phi Thuai Kaew, a cursed Ouija board that supposedly holds the key to lifting Thai's curse."
Muhnochwa,"The infamous case of Muhnochwa that took place in 2002 in Kanpur is back now, Muhnochwa is back to haunt more people and this time its not just rumors or scars but a lot more than that. From the minds of Award Winning director Sankshay Babber."
Mulm,"When Jacob's wife, Maja, is admitted to a psych ward with severe depression it sets them on a slow descent into a suburban nightmarish hell where Jacob must put his own beliefs and sanity on the line if he wants to save his family."
Mummy Shark,"In an Egyptian pyramid, researchers uncover a mummified alien shark. A mystic revives the creature, unleashing it on the exploration team."
Munjya,"A young man's visit to his native village unveils a family secret and a vengeful spirit, the Munjya, who wants to get married. Now the young man must fight to protect himself and his love from Munjya's clutches."
Munkar,An oddity that caused unrest at an Islamic boarding school occurred since one of the female students returned.
Murdaritaville,"A group of trop-rock fanatics on their way to an impersonator contest start getting killed off by a half-man, half-bird."
Murder Mubarak,"During a murder investigation, a non-traditional police officer turns a spotlight on an array of suspects. He steps into their world as an outsider, only to find there is so much more than what meets the eye."
Murderfest,Five live streaming serial killers compete against each other as they stalk and slash their way through a group of unsuspecting victims for the twisted pleasure of their dark web audience.
Mutants of Nature Cove,"Party girls take shy Beth to nude beach with secluded Mutants causing hallucinations. Mysterious woman chants spells, Mutants attack. Beth plans to send soul-stealing Mutants back to hell permanently."
Mutation X,The Film Follows Scott Warcotts And Joel Miller Battling Their Way Through The On Going Infection
My Boo,Very Thai and very romantic story about love between a boy and a ghost girl.
My Cannibal Crush,"When Tiffany and Gabi become roommates, they both realize the other bears a secret: Gabi is bisexual. Tiffany is a cannibal."
My Redneck Neighbor: Chapter 2 - Let the Games Begin,"Crazy Asians and Redneck clans escalate their Pranks to a point of no return when Cat tries to boil Reddick's Pet Gerbil, in retaliation, the Reddicks roast Cat's chicken for lunch, lead to an all out War,Winner takes all Redneck Games"
My Zombabe,"Due to a zombie apocalypse, Pong is the loneliest man on the planet. This all changes when Yasmin turns up, a beautiful woman in the process of zombifying."
Mystery Creek,"In Mystery Creek, things aren't what they seem. This small town holds a lot of big secrets."
Mystery Writers,The fire incident at Jinxin Building shocked the public. Horror rumors persist and it has become a famous haunted house.
Mystic Singer,"Ayu, with Sarinten's spirit, expelled from Banyuwangi, embodies the mystical figure in Trenggalek's Watu Kandang."
NOSOFACH: Balada o vesmíre,"Menhard adventures takes us really far away this time. Fantasy fairytale takes us to the dark adventure, where good and evil fight their eternity long fight. Our heroes will have task bigger than ever before, future of human kind ends up in the hands, that never asked for that. Colorfull story takes us to the places far away from earth, show us the worlds, we have never visited and we will also find our, that things are rarely black and white....Revenge will be served hot this year."
Naalkane Aayama,"Aryan and Friends start exploring dark energies in the fourth dimension when they visit an unexpected place. The dangerous turn of events lead to an unexplored path and a backstory. Will Aryan, Mansi escape the fourth dimensional matrix?"
Name the Demon,"The story of David, in an effort to save his possessed wife Anna. This is the remaining footage that was painstakingly put together to help tell the story of this horrific night."
"Nanay, tatay","Three orphans escape captivity, get adopted by grieving parents who lost their demonically possessed daughter. The possessed daughter hunts the orphans, forcing them to commit crimes. Multiple deaths occur, including the parents."
Nanoshark,"Scientists use nanotechnology to shrink a shark, which is injected into a person to cure a rare blood disorder. When the shark does more harm than good, a team of adventurers enters the bloodstream to kill the smallest shark ever."
Napoleon Street,N/A
Nearing Death,Torment near death that is difficult to ward off with prayer terrorizes a family. What sin did they commit?
Neath's Love Story 3,"A witch doctor deceived Neath's bones into performing a harmful ritual. After fighting to save her son, she left, abandoning her husband and children with pined."
Neighborhood,"After the sudden disappearance of a long-established resident, an ominous man appears in her house who wants to buy up more and more houses in the neighborhood. His attempt to buy the house of another small family leads to the mother making an enemy of him and seeing him as a danger. The reason he buys the houses will change everything."
Nellie's Bathroom Window Movie,"When a self-destructive ride share driver becomes an overnight celebrity on a dark web voyeur porn site (thanks to a camera planted outside her bathroom window), she and her unlikely gang of friends must fight to win her privacy back - and will get the chance to take down the violent sexual sadist behind it all."
Nenu Keerthana,"EXPERIENCE THE POWER PACKED ACTION TOUCHING MULTI GENRE'S. OVERCOMING THE EVIL ACTS, HOW JOHNNY HELPS THE VILLAGE PEOPLE WITH BREATHTAKING HOOK DRIVES AUDIENCE OF CLASS AND MASS INTO ANOTHER WORLD"
Neon Fear,"The year is 2049. Android-Jason-Replicants are being used to hunt humans. To save ourselves we must use a time machine to travel back to 1984, and awaken the one person with the power to stop them all - the REAL JASON."
Never Have I Ever,N/A
Never Let Go,A family that has been haunted by an evil spirit for years. Their safety and their surroundings come into question when one of the children questions if the evil is real.
New Folder,Going through the files of a stalker watching his victim.
New Tokyo Poltergeist,"Sequel to Tokyo Poltergeist (2023), the film that shocked Japan."
New Year's Absolution,"A group of long-time friends gather for their annual New Year's Eve party, where they exchange anonymous resolutions that have brought excitement and change to their lives in the past. However, this year, a dark resolution - ""Kill Someone"" - creates chaos when it falls into the hands of a stressed police officer named Jacob who believes it's a threat against him. A series of tragic events unfold, leading to accidental deaths, cover-ups, and escalating tensions among the friends. As the secrets unravel and more deaths occur, the group descends into a chaotic and bloody night, leaving only two survivors. In a desperate bid to save himself, one friend, Roy, is forced to make a chilling decision to secure his own future. The film explores themes of trust, loyalty, and the extreme lengths people may go to when faced with unexpected and deadly circumstances on what was meant to be a night of celebration."
Nicole Russin-McFarland's the Masque of the Red Death,"In a modern retelling of the Edgar Allan Poe short story, Archer Prospero is a social media influencer living during the 21st century's red death pandemic. All goes well until an uninvited guest crashes his masked costume party."
Night Demon,"Harry and Charlie, seeking to escape a painful past, retreat to a secluded cabin deep in the woods, hoping to find peace and a fresh start. However, their getaway soon turns into a nightmare as they begin to experience unsettling visions and supernatural occurrences. As the spirits of the forest make their presence known, the pair uncovers a dark secret tied inexplicably to their own lives. Struggling to distinguish reality from illusion, they must confront their past and the forces haunting them before it's too late."
Night Games,A young woman meets up with a wealthy boyfriend that she met online. She quickly finds herself entangled in a deadly game of cat and mouse involving a dark web organization called Acorn.
Night Harvest,"In 1970s Tennessee, Nathan (a troubled teenager with pyrokinesis) is on the run from the cops, with his sister and her friends, until their RV breaks down and they find themselves stalked by an ancient evil from a nearby farm."
Night Shoot,"A college documentary project goes awry when a group of film students stumble on a strange, wooded homeless community, and slowly discover they're being watched..."
Night Silence,"Lucjan is admitted to a nursing home, where he is welcomed by the residents and staff. Everything is fine, there are no dark secrets hidden in the basement, no strange, malevolent creatures. Don't worry about it. Everything - is - fine.."
Night Swim,"A family moves into a new home, unaware that a dark secret from the house's past will unleash a malevolent force in the backyard pool."
Night Talkers,A late-night radio talk show host decides he is tired of telling stories and interviewing people. He opens the phone lines up and hears the stories straight from the residents of Marshalltown.
Night of the Howling,"There is a killer loose. Detective Whitlock fears it may be Blades Hutchinson, a werewolf. As the bodies pile up, our detective must face his fears by facing a horrifying creature of the supernatural."
Night of the Red Moon,"Drawn back to his hometown of Wychex, Detective Laurence Doomley faces an urgent mission: to thwart the impending attack of a sinister legend. With partying teenagers and an unstoppable killer on the loose, who will survive the night?"
Night of the Strangers,"In the secluded countryside of Son's Grove, Alex and Ryan eagerly anticipate a romantic escape from the city, but their idyllic getaway takes a sinister turn as they arrive to find themselves ensnared in the clutches of a murderous cult."
Night of the Zoopocalypse,A wolf and mountain lion team up when a meteor unleashes a virus turning zoo animals into zombies. They join forces with other survivors to rescue the zoo and stop the deranged mutant leader from spreading the virus.
Nightbitch,"A woman pauses her career to be a stay-at-home mom, but soon her domesticity takes a surreal turn."
Nighthawk: Maison Margiela Artisanal,"Maison Margiela Artisanal 2024 'Nighthawk' is a horror vignette based on an original story by John Galliano. Founded in the proposition that opened the 2024 Artisanal Show in January 2024 - ""Would you like to take a walk with me, offline?"""
Nightmare in Argus,"There is a serial killer called The Wet Slasher murdering women in Los Angeles. At the same time stand-up comic Millie Barker was kicked off a reality show just as she was close to winning a house and now she has been banished to a small, scary desert town called Argus for the past five years. Millie decides to get back at the show's producer, Regina Worthington, by kidnapping her wife, aspiring actress Andrea Worthington. Sally, Regina and Andrea all find their paths crossing with each other and the serial killer in this horror comedy with several twists and turns. Murder, mayhem and jokes set in a town where anything can happen."
Nijari,"During the pastor's murder case, four ghosts enter the body of church member Na-yeong, and Tae-yeong, a suspect in the case, commits suicide."
No Budget Theater Double Feature,A two film anthology with one film being a black and white documentary style horror film and the other a Sci-Fi film in color. With a bunch of fake trailers in between both of them and tradition of Robert Rodriguez's film grindhouse
No Lo Escuches,N/A
No One's Laughing,"Four friends' long-awaited opportunity takes a chilling turn when they receive the chance to explore an aging military base, only to discover they are the prey in a harrowing game of cat and mouse with it's skilled yet deranged occupant."
No Voltees,"When two siblings return to their childhood home, they are confronted by a violent, supernatural presence that dwells deep within their worst traumas."
Noclip,"Two filmmakers set out on an adventure into a creepy old mall, only to find themselves lost in an increasingly claustrophobic maze of hallways, liminal spaces, stairwells and backrooms in this comedic found footage horror film."
Noise,A woman with a hearing impediment who is haunted by sounds linking to her sister's disappearance and the presence of a malevolent spirit. It leads to a dark secret and the revelation of a mysterious entity.
Nokturno,It centers on a Filipino family and a daughter who lives overseas as they get haunted by a primal and supernatural curse.
Nosferatu,"A gothic tale of obsession between a haunted young woman and the terrifying vampire infatuated with her, causing untold horror in its wake."
Nosferatu: A Symphony of Horror - Audio Score by idiedtrying.,"In Bremen, an estate agent's wife attracts vampire Count Orlok, whose presence incites a malevolent plague. The beautiful woman risks her heart to end the vampire's shadow of death."
Nowhere Land,"Children's TV show puppets come to life, but take a sinister turn. Following the dark events unfolding as the initially cute puppets wreak havoc in reality."
Nudus,"Laura awakens from a coma in a stark white room, where she is questioned about her social media activity. As she recalls her pregnancy, she must confront terrifying apparitions and fight to save her baby."
Nyctophobia,"As Liz struggles with nyctophobia (fear of the dark), an anxiety disorder that disrupts her sleep, she desperately tries to fall asleep."
Nyctophobia,Twin sisters Rose and Azalea and their friend Brooks find themselves trapped in a supernatural blackout in which monsters are real. Their only hope for survival comes from the light of their cellphone.
Nûfer,N/A
O Clube das Mulheres de Negócios,A renowned photographer and an inexperienced journalist visit a decadent high society country club in São Paulo where gender stereotypes are reversed for interviews but trouble ensues after three lions escape their cages.
O Procedimento,"In an alternate world where assisted death is expected, private clinics profit off dignity. Maria Eugénia awaits her procedure, but it might not go as she expected."
OINK the Dark Pig,"OINK The Dark Pig tells the story of a ruthless serial killer in a pig mask who terrorizes a nursing student in rural Florida, all while being pursued by a relentless detective."
OMG: O Manchi Ghost,"Four strangers brought together by chance in a police station. They believe that money is the ultimate solution to all their problems. When desperation and determination collide, they make a reckless decision to kidnap an MLA's daughter."
Oak,"A group of teenagers touch a cursed tree in their neighborhood which they thought was only a legend, turns out the curse and what comes after you is very real."
Obayifo Project,A group of filmmakers intend to record a live African invocation ritual.
Obscura,A group of college students set out to find an abandoned manor where two kids from their school went missing ten years prior.
Observados,An emergency call operator uses his boss's computer to illegally access strangers' private video calls after she leaves on vacation.
Obsession in Flesh,N/A
Oculus,"Zia Lainey, shattered by the loss of her son, awakens inside the afterlife of the Oculus, transforming her into Zylah, Leader of the Suits. As she navigates this enigmatic realm, Zylah grapples with her new-found identity and revenge to hold those who are responsible. All while seeking solace and understanding for her own grief."
Oddity,A psychic medium attempts to uncover the truth behind her sister's murder at the site of the crime.
Offline: O Filme,Ten contestants are chosen to live in the real world their favorite mobile game. Trapped in a big house they find themselves in the middle of a battle where they need to fight for their lives.
Oh My Ghost: The Finale,"Strange things begin happening to Akoi, the beloved son of Taew, prompting her to seek help from Panda, the calm twin of the mischievous ghost PancakeJaroenporn Onlamai. Together, they travel to the village of Sapayod where they encounter eerie events and three young monks, a woman named Namfon Pantipa Arunwattanachai, and the vengeful ghost Dokya Kanticha Chumma haunting the village. With the villagers acting suspiciously, Pancake teams up with Taew to uncover the mystery."
Oh...My Wife,"Dome, a party-loving guy, has a clingy and jealous wife, Bang-on. After a heated argument, Dome drunkenly dares her to possess him. Moments later, Bang-on dies in an accident and her spirit returns to take over Dome's body, leading to a hilarious yet spooky adventure as he and his friends try to handle her ghostly presence."
Old Wounds,"An aspiring filmmaker documents a road trip with his girlfriend to meet her family. As he learns more about her past, they discover he's not the only one filming them."
On Gallows Hill,"When an all-American college student gets bitten by a vampire, he stumbles upon a coven of old world vampires, finds an unexpected romance, and uncovers the twisted history of an age-old bloody business."
On the Trail of Bigfoot: The Ancients,N/A
Once Passed On,A young man conducting a research project on a local urban legend comes face to face with a force he is unable to control.
Once Upon a Time in Amityville,The origins of the Amityville legend are explored in an old settlement town.
Ondu Pishachiya Kathe,N/A
Only Mom,"She sang a lullaby to her child's lifeless body until she died, her spirit forever tied to the song. Now a ghost, she follows the melody, protecting her child, who has been reborn to another mother. Her love never fades, even in death."
Operation Blood Hunt,"The Reverend, accompanies a ragtag group of military rejects to a remote South Pacific Island to investigate the disappearance of Marine units said to be at the hands of the Japanese Imperial Army."
Operation Laila,"Surya, a sincere police officer, has a twin brother, Ravi, who becomes a beloved Drill Master at a school. Ravi falls in love with teacher Anjali. They encounter a ghost named Laila, seeking revenge for her murder."
Operation Undead,"1941. Chumphon Province, Thailand. Mok and his ragtag unit of young soldiers are thrown against the invading Japanese forces. The invaders bring with them a terrifying biological weapon, unaware that it has plans of its own."
Oro Negro,"Ramiro meets Damián again after years without seeing each other. Damián always has some shady business going on. This time he wants to go in a search of a certain treasure hidden in an abandoned convent. Lara, Ramiro's girlfriend, doesn't trust Damián and decides to accompany them. What they don't know is that taking that thing from there could unleash a course that will haunt them forever, unless they return it just as they found it."
Oru Kadha Sollattaa Sir,"Three filmmakers start to write a story, but their writings turn into an awful reality. Spirits become intertwined in their tale with their mysterious past, concluding with Yamma, the King of Hell, making an appearance."
Ouija Castle,"Princess Thalia's life is cast into shambles after her father's death. Queen Velma casts her into a never-ending sleep to take over the kingdom, but her actions unravel an array of consequences."
Our Happy Place,"Raya wakes in the forest, cold and confused, with no memory of how she got there. Each day, it happens again. By the third day, she wakes in a shallow grave. The graves deepen each time, as if an unseen force is burying her alive. Back in her cabin, she's haunted by visions of tortured women whose screams echo in her mind. Night after night, her visions intensify, blurring the line between dream and reality. As the hauntings intensify, Raya must confront a horrifying truth that shatters everything she had believed."
Out Come the Wolves,"At a cabin deep in the wilderness, a weekend of hunting turns to mayhem and a fight for survival when a pack of wolves attack a man, his female best friend and her fiance."
Outbreak,"A Psychological Thriller about a state park ranger husband and his wife struggling to come to terms with their missing teenage son while dealing with a local mystery that questions their relationship and in the end, their grip on reality."
Outside,"A family seeks refuge on an isolated farm during a zombie apocalypse, but long-buried secrets strain their relationships as they struggle to survive."
Overkill,"True crime podcaster Cassidy dives into a chilling investigation after her college roommate's murder, only to find herself hunted by a killer on the loose. Will she solve the mystery before it's too late?"
P2,N/A
Pacha,"Three men work at a crematory, which burns only corpses possessed by evil. Soon, they encounter many supernatural events; once, a family brings a corpse that a malicious evil has possessed, called Preay Kbal Prambei."
Pacific Fear,Follows a group of surfers looking out for waves in a mysterious island that's been vanished from all maps.
Padikkadha Pakkangal,"A woman kills a fake journalist who had evidence about her sister's murder. She hands over the evidence to police, implicating others in similar crimes and prompting a crackdown."
Pagpag 24/7,"Haunted by the ghost of a past crime, two friends find themselves stranded with strangers in a convenience store where abandoned souls await their victims."
Painted Smile,"The coach at the local private school is all alone in the building, as he shuts down the facilities for the weekend."
Paku Tanah Jawa,Handini is a sinden who performs rituals on Mount Tidar for compassion.
Pale Horse,"Art, Love, and Dark Magic come together in this gothic tale of an eccentric man who summons a vengeful spirit to manifest his desires and make him a great artist."
Pandora,"Ray, an insomniac musician, takes a pill and enters a nightmare realm populated by vengeful demons from his past. The movie portrays Ray confronting his literal and metaphorical demons through impressive FX make-up."
Para Betina Pengikut Iblis: Part 2,"A village faces a wave of terror when three women fall prey to demanic forces, becoming deadly instruments of malevolence and revenge."
Paranoia,"Lulu ends up in the hospital, and sees a girl crying for help. When Lulu awakes, the girl is gone. But from here everything changes in Lulu's life. It's like someone or something is following her."
Park,"A couple runs a DTH shop. After getting engaged, they're kidnapped by gangsters. Unknowingly entering a haunted park, they become possessed and must escape the spirits."
Parvulos,"Three young brothers living in a cabin in the middle of the woods hide a dark, disturbing secret in their basement."
Pasahero,"A group of train passengers' failure to help a woman in distress leads to a journey of conscience, redemption, and unexpected connections."
Pasar Setan,"Mysteries are often associated with the Devil's Market, including stories of people disappearing after visiting the place or having horror experiences in its surroundings."
Passages of Nexus,An off the wall horror anthology of a detective on a hunt for a sadistic and crazed killer who targets web based formats. In a cat and mouse chase of horror that'll get under your skin
Pater Noster and the Mission of Light,"Max, a young record store clerk stumbles upon a rare vinyl LP and is drawn into the world of a 1970s hippie commune. An invitation to the remnants of the cult and its unholy spawn leads to grave circumstances for Max and her friends."
Peccatum,"A catastrophic moment at the end of times. Seven stranger arrives to a church, where they're face with their own demons. Will they make it out or will they perished into complete darkness?"
Pechi,Revolves around age-old practices such as black magic and witchcraft.
Pedro Páramo,"Follows a dusty road to a town of death. Time shifts from one consciousness to another in a hypnotic flow of dreams, desires and memories, a world of ghosts dominated by the figure of Pedro Páramo, lover, overlord, murderer."
Pee Nak 4,"Three friends find themselves at an old temple located on the outskirts of the city. However, this temple harbours a terrifying legend: anyone who wishes to be ordained as a monk there is cursed."
Peeling Off,"On the run from a murder in self defense, a young woman must find refuge as her body goes through an irreversible transformation."
Pemburu Saka,"Zack, a millionaire's son experiences the tragedy of losing his parents due to black magic sent by irresponsible parties. This incident drives Zack to study Islamic medicine and establish a team to combat superstitious practices throughout Malaysia. However, Zack's efforts become difficult when his lover disagrees with Zack's involvement in the mystical world."
Penumbra: Requiem,"Now on the run, Jacob must learn the truth of his past in order to find Kyle and escape from the depths of the nightmare."
People in the Walls,Rachel is introduced to a viral craze of allowing people who living the walls out into the world. This ends up badly and when her parents don't believe her two kids from her school do as they attempt to fight back against these creatures.
Perempuan Pembawa Sial,"Mirah, a woman whose life is haunted by a curse. Instead of experiencing the joy of being loved, Mirah brings misery to every man who approaches her."
Perewangan,"A girl named Maya who is terrorized by various unusual things. Ironically, Maya's father died. All this terrible terror occurred after Maya's mother fell ill."
Peripheral,A woman's husband goes missing soon after moving into their new home. But strange paranormal events start to occur upon his return.
Pesadilla,"After a house robbery fail, a group of thieves decide to try again in a house with a grieving family, but something sinister lurks in the darkness."
Peter Rabid,Will any of the former school pals survive? Will anything remain of them after Peter Rabid and his insane sister Bedelia lure them to a secluded country home and start killing them one by one? A sinister cult is controlling the killers.
Petrified: A HHH Film,"An unknown killer is going around causing havoc on Halloween week in the Long Island area, and it's up to a bunch of high school girls (Whitney Sarah Louis, Janyah Barrow, etc.) to figure out who the killer is and put him to justice."
Petualangan Anak Penangkap Hantu,"The adventures of a group of children who like to catch ghosts. They are Rafi, Zidan, and Chacha. Like real Ghost Hunters, they have gadgets that can help them complete capture missions."
Phallacies,"The birth of the first 'dicksploitation' film. An anthology of horror stories which challenge censorship, moral authoritarianism, and the stigma around male cinematic nudity."
Phantom Lights: UAPs of the Forest,"Join filmmaker Tyler Hall as he delves into the mystery of the orbs haunting Chestnut Ridge in Southwestern Pennsylvania. Through interviews with locals, experts, and researchers, Hall explores the eerie encounters and folklore surrounding these strange lights. His journey aims to uncover the truth behind the Chestnut Ridge mysterious Phantom Lights."
Phantoms,"Siblings, Dodger and Raven return home to celebrate their father's retirement only to find themselves prey to a group of vengeful intruders hellbent on killing them."
Pharism: Prologue,"A few months before the events of Vergo (2021), Ryan Walker's downfall starts to begin as the strange things that led up to his killing of Clark start to creep up to the surface."
Pierrot è un assassino,"Jeky is a girl who decides to move, to find some peace and tranquility in the countryside of a small village in the province of Turin. Meanwhile a serial killer sows panic and terror in thoese very countryside."
Pigman,A group of ambitious YouTubers arrive at an isolated English farm to uncover the story of the infamous Legend of the Pigman. Can they debunk the myth - or will they unleash the beast once more?
Pinnil Oral,Devika Varma's family lost everything when she was 5 and her parents committed suicide. She became an orphanage inmate where she met and fell for Roy Joseph. Will their love prevail?
Pins & Needles,"An uneventful ride to campus becomes a nightmare as MAX, a diabetic, biology student, is entrapped in a diabolical wellness experiment. With her insulin supply dwindling, Max is forced into a deadly game of cat and mouse to save her life."
Play Along,"A relentless captor preys on young women, forcing them into a deadly game of psychological warfare using costumes. When 17-year-old Skylar becomes the first to outsmart him, a battle of wits ensues in a fight for their very survival."
Please Don't Feed the Children,"A gang of orphans travels to the south in quest of a new life after a viral outbreak decimates the adult population of the nation, only to find themselves at the mercy of a psychotic woman who is hiding a perilous secret."
Poison Sangga: The Homewrecker's Curse,"The life of a married couple, Maya and Andi, who both begin to be disturbed by a series of mysterious oddities."
Porcelain,"After learning that her estranged father has died, a young woman returns to her hometown to face a forgotten past and something sinister lurking within her childhood house."
Portraits,"'Portraits' is a modern day adaptation of Carmilla, a female vampire story, that takes place in present day Los Angeles against a backdrop of Burlesque and Victorian death photography."
Possession Street,"When seven malevolent spirits are unleashed to possess the tenants of a dying mall, it falls to a jaded ex-stuntman, his headstrong daughter and a washed-up Daoist priest to stop the undead before they spread onto the streets beyond."
Possession: Kerasukan,"Faris, who had just returned from his duty as a soldier. Instead of being warm, his return was actually greeted with a request for divorce from his wife, Ratna."
Possessions,"Follows a father who seeks a fresh start with his son after the loss of his wife, and purchased a storage unit facility sight unseen, but secrets buried behind the metal doors become a parent's worst nightmare."
Presence,A family becomes convinced they are not alone after moving into their new home in the suburbs.
Prethangalude Koottam,N/A
Prima del giorno dopo,"Luigi, and a young priest are looking for a door to Hell. In 1985, little Luigi tries to discover the truth about the disappearance of his parents."
Problematic Intentions,"Murder and mystery have always haunted the little town of Tigerville, Louisiana. A few years ago, on homecoming night a tragedy struck the town and they swept it under the rug. When bodies start to pile up and some people's pasts come back to haunt them the truth will come out and they will have no choice but to answer to the devil. Relationships will be tested as everyone is a suspect and no one is clean."
Project Dorothy,"After a botched robbery, two men take refuge in a remote and lifeless scientific facility, inadvertently awakening a monster within."
Project Mutationem: The Second Collection,A team of Salvagers explored the ruins of a burnt down oncology lab. Inside they find a basement full of VHS tapes. Now more tapes have been restored... The Second Collection.
Prologue: Thalassophilia - A Cryptograph in Three Acts,"""The basic idea behind Jungian dream theory is that dreams reveal more than they conceal."" - Ryan Hurd."
Protanopia,A surreal horror film about greed and masculinity in American suburbia.
Protein,"A gym-obsessed serial killer murders and eats a local drug dealer for their protein, inadvertently sparking a brutal and bloodthirsty turf war between rival gangs."
Prove Your Love,"After breaking up with his girlfriend Connie Mullins (Julie McCullough, Growing Pains, Big Bad Mama II) because she became a Christian, agnostic, Josh Davies (Gary Lee Vincent, Midnight, My Uncle John is a Zombie) is filled with a deep and unreasoning hatred against Christianity and his former girlfriend. His life's about to change when he meets Bill Houston (Michael Ochotorena, John Light, Godsend) and his sultry sister Karen (Elley Ringo, Frozen Gold, The New Frontier), both members of the Black Circle, a mysterious group dedicated to eradicating Christianity. Karen seems to have powers beyond the natural and quickly seduces Josh with a test: prove his love for her by killing his former girlfriend and destroying her church. Can Josh find his way, or will he be forever damned by Karen's spell and her hellbent plot to destroy all that is good?"
Proyecto Fantasma,N/A
Psycho Science,"In ""Psycho Science,"" Mandy and Candy, two disenchanted girls fed up with the dating scene, find hope when their brilliant friend Simon unveils a groundbreaking invention. Simon's creation has the power to materialize anything from pictures alone. Intrigued, the trio decides to use the invention to craft their ideal man, setting off a chain of unpredictable events. Reminiscent of the nostalgic '80s classic, ""Weird Science,"" blended with elements of horror, comedy, and a dash of slasher flair, ""Psycho Science"" promises an uproarious and chilling rollercoaster that will captivate fans of multiple genres."
Psychomorphosis,"After a wardrobe malfunction, Gordon McKeever is left going through a twisted mutation into a clown. As weird but somewhat innocent events go on, the transformation continues, however, his thoughts and desires get darker."
Psychopomp,"Amid a super virus that ravages humanity, a microbiologist leads his peers through a rogue planned exposure to test potential treatments. But as he becomes increasingly isolated, the line between what's real and what's not begins to blur."
Pulp Modern: Die Laughing,Adulterous L.A. Deejay Mr.C spins five tales of malice and deceit that will leave you all to die...Laughing.
Purgatory Station,"When a crooked lawyer wakes up in a large, pitch-dark container, he learns he has eight hours to scuttle a corporate land grab or see everyone he loves die horribly. ."
Pusaka,"A large villa belonging to a collector that is about to be restored into a museum traps project workers who are carrying out a survey. A curse is released, killing the humans inside one by one."
Push,Follows a realtor who must survive a night of terror when a deranged client shows up at her open house.
Quadrant,"Quadrant helmet transports users' minds into nightmarish AI worlds. A girl becomes Jack the Ripper, unleashing terror in virtual London and reality. A vicious killer enters the Quadrant-verse to stop her in a brutal battle across worlds."
Quadrant: Noir Version,"When Erin, a young girl obsessed with Jack the Ripper submits to the ""Quadrant"" experiment, she unleashes a reign of terror, first in her mind's eye in a virtual vision of Victorian London, and then in reality, where she stalks the city streets, seeking out victims for her blade."
Queen Dracula Sucks Again,"Claude is a single parent trying to buy a house. Whenever he follows a real estate flyer, he finds himself drawn into a trap set by the evil Queen Dracula."
Queen of Bones,A folktale about twin siblings who suspect their father is hiding secrets to their deceased mother's connection with the supernatural.
Quiet,"Set in diverse cultural landscapes, these stories unravel the dark and twisted facets of human relationships, challenging perceptions and delving into the depths of fear."
Rahha,N/A
Rainbows Over Plantation,Two Australian detectives searching for a maniac begin to believe that he might not be human.
Rakshasa Tantra,A group of friends who come online on a video call to catch up and chat with each other. Soon they come across dangerous content on the dark web.
Rambut Kafan,"Anwar is a successful and hardworking businessman, Tari's daughter. For almost 3 years, Tari has been taking care of her mother, Mirna. Before Mirna died, Mirna said something that Tari couldn't hear clearly. In a sad incident, Suban, Anwar's younger brother, came and asked for a share of the inheritance from the family house. Tari suspects that her mother is sick and died because Suban blackmailed her because of an inheritance problem. During Tari's investigation into Suban, Tari finds many suspicious things about Suban, his father, and the appearance of a woman named Gendis who is suspicious as a conglomerate woman with a strange appearance and possessing black magic. Will Tari be able to uncover the disaster for her family?"
Rami Noda,N/A
"Rapunzel, El Perro y El Brujo","El Perro, a kidnapped soldier, takes advantage of a confrontation between his captors and the paramilitaries to escape. In his escape, he takes refuge in the house of a peasant family that keeps a dark secret that he must solve to be free."
